listed_space_id,property_source_key,property_name,business_park,location_address_street_number_min,location_address_street_name,location_street_address,location_address_locality,location_address_region,location_address_postal_code_5,property_standardized_address,location_county,location_geopoint_latitude,location_geopoint_longitude,category,subcategory,lot_zoning,lot_total_sf,buildings_size_gross_sf,buildings_size_rentable_sf,building_retail_size_sf,building_office_size_sf,building_industrial_size_sf,listed_space_title,days_on_market,listed_space_start_date,listed_space_expiration_date,listed_space_availability_available_date,listed_space_availability_vacant_date,listed_space_availability_off_market_date,listed_space_type,listed_space_availability_status,space_category,space_size_available,lease_is_sublease_flag,lease_sublease_expiration_date,lease_transaction_agreement_signed_date,lease_transaction_commencement_date,lease_transaction_is_renewal_flag,lease_terms,lease_type,lease_asking_rent_general_price_minimum_amount,lease_asking_rent_general_price_minimum_currency,lease_asking_rent_general_price_maximum_amount,lease_asking_rent_general_price_maximum_currency,lease_asking_rent_general_price_average_amount,lease_asking_rent_general_price_period,lease_asking_rent_general_price_size,lease_asking_rent_general_price_is_negotiable_flag,lease_asking_rent_industrial_office_price_minimum_amount,lease_asking_rent_industrial_office_price_minimum_currency,lease_asking_rent_industrial_office_price_maximum_amount,lease_asking_rent_industrial_office_price_maximum_currency,lease_asking_rent_industrial_office_price_average_amount,lease_asking_rent_industrial_office_price_period,lease_asking_rent_industrial_office_price_size,lease_asking_rent_industrial_office_price_is_negotiable_flag,lease_asking_rent_industrial_shell_price_minimum_amount,lease_asking_rent_industrial_shell_price_minimum_currency,lease_asking_rent_industrial_shell_price_maximum_amount,lease_asking_rent_industrial_shell_price_maximum_currency,lease_asking_rent_industrial_shell_price_average_amount,lease_asking_rent_industrial_shell_price_period,lease_asking_rent_industrial_shell_price_size,lease_asking_rent_industrial_shell_price_is_negotiable_flag,lease_transaction_rent_general_price_minimum_amount,lease_transaction_rent_general_price_minimum_currency,lease_transaction_rent_general_price_maximum_amount,lease_transaction_rent_general_price_maximum_currency,lease_transaction_rent_general_price_average_amount,lease_transaction_rent_general_price_period,lease_transaction_rent_general_price_size,lease_transaction_rent_industrial_office_price_minimum_amount,lease_transaction_rent_industrial_office_price_minimum_currency,lease_transaction_rent_industrial_office_price_maximum_amount,lease_transaction_rent_industrial_office_price_maximum_currency,lease_transaction_rent_industrial_office_price_average_amount,lease_transaction_rent_industrial_office_price_period,lease_transaction_rent_industrial_office_price_size,lease_transaction_rent_industrial_shell_price_minimum_amount,lease_transaction_rent_industrial_shell_price_minimum_currency,lease_transaction_rent_industrial_shell_price_maximum_amount,lease_transaction_rent_industrial_shell_price_maximum_currency,lease_transaction_rent_industrial_shell_price_average_amount,lease_transaction_rent_industrial_shell_price_period,lease_transaction_rent_industrial_shell_price_size,lease_expense_type,lease_nnn_expenses_apsf_amount,lease_nnn_expenses_apsf_currency,lease_rent_escalation_type,lease_rent_escalation_description,sale_price_amount,sale_price_currency,sale_terms
6081f23915cc0600063be8d7,3ebdd79331788fb623bae55f46e2764897555ced,816 Congress,,,816 Congress Ave,816 Congress Ave,Austin,TX,78701,816 Congress Ave Austin TX 78701-2442,Travis,30.27061992,-97.74237789,OFFICE,GENERAL,CBD,29797.78428000,886580,,,,,816 Congress Ave,224,2021-04-22,,2021-04-22,,2021-12-02,LEASE,LEASED,OFFICE,1842,,,2021-12-02,,,,,,,,,,ANNUAL,SF,1.00000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6081f64315cc0600063bed36,3ebdd79331788fb623bae55f46e2764897555ced,816 Congress,,,816 Congress Ave,816 Congress Ave,Austin,TX,78701,816 Congress Ave Austin TX 78701-2442,Travis,30.27061992,-97.74237789,OFFICE,GENERAL,CBD,29797.78428000,886580,,,,,816 Congress Ave,,2021-04-22,,2021-04-22,,2021-07-09,LEASE,WITHDRAWN,OFFICE,10427,,,,,,,,,,,,,ANNUAL,SF,1.00000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
686daa9e2baf0c7457d72e94,f6eb8732219611fcb18fb896bb4964b6702277af,San Jacinto Building,San Jacinto ,814,San Jacinto Blvd,814 San Jacinto Blvd,Austin,TX,78701,814 San Jacinto Blvd Austin TX 78701-2685,Travis,30.26999708,-97.73974586,OFFICE,GENERAL,CBD,11601.42192000,39687,,,,,814 San Jacinto Blvd,,2025-07-08,,2025-07-08,,,LEASE,AVAILABLE,OFFICE,1440,0.00000000,,,,,1-3 years,FULL_SERVICE,22.50000000,USD,22.50000000,USD,22.50000000,ANNUAL,SF,0.00000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.03000000,USD,,,,,
63c7a4a18a7e4800068fc4c0,bf05c0f1727f59eb7618e6acf40c09d747354ef0,Capital Plaza Office Building,,5407,N Interstate 35,5407 N Interstate 35,Austin,TX,78723,5407 N Interstate 35 Austin TX 78723-2492,Travis,30.31432489,-97.70696339,OFFICE,GENERAL,CS-V-NP,1629904.03488000,49900,,,,,5407 N Interstate 35,,2023-01-18,,2023-01-18,,2023-03-10,LEASE,WITHDRAWN,OFFICE,4076,0.00000000,,,,,,,,,,,,ANNUAL,SF,1.00000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
666087876d5b3134d75b966e,f6eb8732219611fcb18fb896bb4964b6702277af,San Jacinto Building,San Jacinto ,814,San Jacinto Blvd,814 San Jacinto Blvd,Austin,TX,78701,814 San Jacinto Blvd Austin TX 78701-2685,Travis,30.26999708,-97.73974586,OFFICE,GENERAL,CBD,11601.42192000,39687,,,,,San Jacinto Bldg,,2024-06-05,,2024-06-05,,,LEASE,AVAILABLE,OFFICE,880,0.00000000,,,,,1-3 Years,FULL_SERVICE,22.50000000,USD,22.50000000,USD,22.50000000,ANNUAL,SF,0.00000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.03000000,USD,,,,,
63dbc60cb09fe200075a2d42,00eb480478b6f97b239f4ed47400b866e155bd8a,3700 N Capital Of Texas Hwy ,,,3700 N Capital Of Texas Hwy,3700 N Capital Of Texas Hwy,Austin,TX,78746,3700 N Capital of Texas Hwy Austin TX 78746-3451,Travis,30.33649424,-97.80732907,OFFICE,GENERAL,PUD,634669.20000000,259870,,,,,3700 San Clemente,414,2023-02-13,,,,2024-04-02,LEASE,LEASED,OFFICE,3589,0.00000000,,2024-04-02,,,,,,,,,,ANNUAL,SF,1.00000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
641db5aa2974730006fdfef3,e6653bf03f9f1ea408c5146d2ebf1d8a1bec80e8,5918 W Courtyard Dr,Bridgepoint Plaza I,5918,W Courtyard Dr,5918 W Courtyard Dr,Austin,TX,78730,5918 W Courtyard Dr Austin TX 78730-5037,Travis,30.35355951,-97.79729767,OFFICE,CORPORATE_FACILITY,LR,385041.30192000,104848,,,,,5918 W Courtyard Dr,,2023-03-24,,2023-03-24,,,LEASE,AVAILABLE,OFFICE,8339,0.00000000,,,,,White Box Condition,NNN,,,,,,ANNUAL,SF,1.00000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.49000000,USD,,,,,
60f5845adf6b6c00069fcba6,00eb480478b6f97b239f4ed47400b866e155bd8a,3700 N Capital Of Texas Hwy ,,,3700 N Capital Of Texas Hwy,3700 N Capital Of Texas Hwy,Austin,TX,78746,3700 N Capital of Texas Hwy Austin TX 78746-3451,Travis,30.33649424,-97.80732907,OFFICE,GENERAL,PUD,634669.20000000,259870,,,,,3700 N Capital Of Texas Hwy ,,2023-02-13,,,,2025-10-23,LEASE,WITHDRAWN,OFFICE,23180,0.00000000,,,,,,,,,,,,ANNUAL,SF,1.00000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62839aae4560ff00078b6267,00eb480478b6f97b239f4ed47400b866e155bd8a,3700 N Capital Of Texas Hwy ,,,3700 N Capital Of Texas Hwy,3700 N Capital Of Texas Hwy,Austin,TX,78746,3700 N Capital of Texas Hwy Austin TX 78746-3451,Travis,30.33649424,-97.80732907,OFFICE,GENERAL,PUD,634669.20000000,259870,,,,,3700 N Capital Of Texas Hwy,262,2022-05-17,,2022-11-01,,2023-02-03,LEASE,LEASED,OFFICE,14514,,,2023-02-03,,,,,,,,,,ANNUAL,SF,1.00000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6543818cfdd5520962d0c68f,b64905f9f95ba00b76acae224c3adc3f3170b65d,Perry Brooks Tower,,720,Brazos St,720 Brazos St,Austin,TX,78701,720 Brazos St Austin TX 78701-3251,Travis,30.26926542,-97.74117882,OFFICE,GENERAL,CBD,44945.90496000,137709,,,,,Perry Brooks Tower,,2023-11-02,,,,2024-09-09,LEASE,WITHDRAWN,OFFICE,5343,0.00000000,,,,,,,,,,,,ANNUAL,SF,1.00000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
620be96f7409e700075dae44,66a68241f972426f0bde1bc8ff41abb56ea548e2,6836 Austin Center Blvd - Bldg 1,Northpoint Center,,6836 Austin Center Blvd,6836 Austin Center Blvd,Austin,TX,78731,6836 Austin Center Blvd Austin TX 78731-3188,Travis,30.35124635,-97.75220531,OFFICE,GENERAL,LO-V,413538.38460000,81840,,,,,Northpoint Centre I & II,57,2022-02-15,,2022-02-15,,2022-04-13,LEASE,LEASED,OFFICE,2823,,,2022-04-13,,,,,24.00000000,USD,24.00000000,USD,24.00000000,ANNUAL,SF,0.00000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NNN,15.41000000,USD,,,,,
62fe3ecf55f40f000858bffc,ae81ea147f4a69b0231e9872ce3e954dc420b8f3,Building Two,The Park on Barton Creek,3711,S MoPac Expy,3711 S MoPac Expy,Austin,TX,78746,3711 S Mopac Expy Austin TX 78746-8013,Travis,30.24460917,-97.80588047,OFFICE,GENERAL,GO,720918.00000000,120545,,,,,The Park on Barton Creek - Bldg 2,,2023-02-16,,,,,LEASE,AVAILABLE,OFFICE,2373,0.00000000,,,,,,,,,,,,ANNUAL,SF,1.00000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64636d3ce9e2424a2047cd95,ef7ed76010e864a80dd82a64ee0bbec2bdf04811,Domain 8,Domain,,11601 Alterra Pkwy,11601 Alterra Pkwy,Austin,TX,78759,11601 Alterra Pkwy Austin TX 78758-3356,Travis,30.40221993,-97.71899864,OFFICE,GENERAL,MI-PDA,165620.52144000,291000,,,,,Domain 8,59,2023-05-16,,2023-06-01,,2023-07-14,LEASE,LEASED,OFFICE,3510,0.00000000,,2023-07-14,,,,,,,,,,ANNUAL,SF,1.00000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62507e45cb065a0007862e9b,7120580a6f8914969f7e9051244acf40142ef8be,Quarry Lake 2,,4516,Seton Center Pkwy,4516 Seton Center Pkwy,Austin,TX,78759,4516 Seton Center Pkwy Austin TX 78759-5370,Travis,30.40162622,-97.74143329,OFFICE,GENERAL,CS-CO,380337.60600000,130557,,,,,Quarry Lake II,410,2022-04-08,,2022-04-08,,2023-05-23,LEASE,LEASED,OFFICE,1419,,,2023-05-23,,,,,,,,,,ANNUAL,SF,1.00000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6762e80d12abbb236fba4d73,c739909d47ede4d293ba37d1da3bb260582615dd,Quarry Oaks I,,10900,Stonelake Blvd,10900 Stonelake Blvd,Austin,TX,78759,10900 Stonelake Blvd Austin TX 78759-5795,Travis,30.40180380,-97.73666097,OFFICE,GENERAL,IP,989348.00580000,180420,,,,,Quarry Oaks I,,2024-12-18,,2024-12-18,,,LEASE,AVAILABLE,OFFICE,2347,0.00000000,,,,,,NNN,36.00000000,USD,36.00000000,USD,36.00000000,ANNUAL,SF,0.00000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64dce6a34fca8c1378689a63,f6eb8732219611fcb18fb896bb4964b6702277af,San Jacinto Building,San Jacinto ,814,San Jacinto Blvd,814 San Jacinto Blvd,Austin,TX,78701,814 San Jacinto Blvd Austin TX 78701-2685,Travis,30.26999708,-97.73974586,OFFICE,GENERAL,CBD,11601.42192000,39687,,,,,814 San Jacinto Blvd,281,2023-08-16,,2023-08-16,,2024-05-23,LEASE,LEASED,OFFICE,890,0.00000000,,2024-05-23,,,1-2 yrs,NNN,16.00000000,USD,18.00000000,USD,17.00000000,ANNUAL,SF,0.00000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.45000000,USD,,,,,
63e38f8b4ced2e000737e4a4,c739909d47ede4d293ba37d1da3bb260582615dd,Quarry Oaks I,,10900,Stonelake Blvd,10900 Stonelake Blvd,Austin,TX,78759,10900 Stonelake Blvd Austin TX 78759-5795,Travis,30.40180380,-97.73666097,OFFICE,GENERAL,IP,989348.00580000,180420,,,,,Quarry Oaks I,457,2023-02-15,2029-08-31,,,2024-05-17,LEASE,LEASED,OFFICE,1516,1.00000000,2029-08-31,2024-05-17,,,,,,,,,,ANNUAL,SF,1.00000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NNN,19.84000000,USD,,,,,
5e3afc456813a70001570c49,9973befa0177a602003ff4465dc24eb0894f1ba5,One Uptown,Uptown ATX,11515,Burnet Rd,11515 Burnet Rd,Austin,TX,78758,11515 Burnet Rd Austin TX 78758-3407,Travis,30.40063627,-97.71800423,OFFICE,GENERAL,NBG-TOD-NP,2858842.80000000,363000,,15000.00000000,,,One Uptown,929,2023-02-17,,,,2025-09-03,LEASE,LEASED,OFFICE,43727,0.00000000,,2025-09-03,,,,NNN,,,,,,ANNUAL,SF,1.00000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6706bdfa643dd55c294e370e,c77b321a057444ca9bfcc71fec1597c2a505730b,Delta Building,Mueller Business District,4901,Mueller Blvd,4901 Mueller Blvd,Austin,TX,78723,,Travis,30.30342799,-97.70361770,OFFICE,GENERAL,PUD,202142.53224000,161542,,,,,Delta Buliding,,2024-10-09,,2024-10-09,,,LEASE,AVAILABLE,OFFICE,36619,0.00000000,,,,,,,,,,,,ANNUAL,SF,1.00000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
671babe87129424fbdc20898,116992de5cf68b7a80d9e70b6e210e50dffe3b41,The Quarters at Karnes House,,2222,Rio Grande St,2222 Rio Grande St,Austin,TX,78705,2222 Rio Grande St Austin TX 78705-5146,Travis,30.28673790,-97.74503395,MULTIFAMILY,LOW_RISE,CS-NP,84072.23748000,46000,,,,,The Quarters,,2024-10-25,,2025-04-01,,2025-04-01,LEASE,WITHDRAWN,OFFICE,1979,0.00000000,,,,,,,,,,,,ANNUAL,SF,1.00000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6081f238df76410006a3c2af,3ebdd79331788fb623bae55f46e2764897555ced,816 Congress,,,816 Congress Ave,816 Congress Ave,Austin,TX,78701,816 Congress Ave Austin TX 78701-2442,Travis,30.27061992,-97.74237789,OFFICE,GENERAL,CBD,29797.78428000,886580,,,,,816 Congress Ave,,2021-04-22,,2021-04-22,,2021-07-09,LEASE,WITHDRAWN,OFFICE,3127,,,,,,,,,,,,,ANNUAL,SF,1.00000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6081f23615cc0600063be8cf,3ebdd79331788fb623bae55f46e2764897555ced,816 Congress,,,816 Congress Ave,816 Congress Ave,Austin,TX,78701,816 Congress Ave Austin TX 78701-2442,Travis,30.27061992,-97.74237789,OFFICE,GENERAL,CBD,29797.78428000,886580,,,,,816 Congress Ave,224,2021-04-22,,2021-04-22,,2021-12-02,LEASE,LEASED,OFFICE,1197,,,2021-12-02,,,,,,,,,,ANNUAL,SF,1.00000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68386c368833da41256db90c,b64905f9f95ba00b76acae224c3adc3f3170b65d,Perry Brooks Tower,,720,Brazos St,720 Brazos St,Austin,TX,78701,720 Brazos St Austin TX 78701-3251,Travis,30.26926542,-97.74117882,OFFICE,GENERAL,CBD,44945.90496000,137709,,,,,Perry Brooks Tower,,2025-05-29,,2025-05-29,,,LEASE,AVAILABLE,OFFICE,2013,0.00000000,,,,,,NNN,,,,,,ANNUAL,SF,1.00000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NNN,24.93000000,USD,,,,,
66b66453a67999143c418039,9973befa0177a602003ff4465dc24eb0894f1ba5,One Uptown,Uptown ATX,11515,Burnet Rd,11515 Burnet Rd,Austin,TX,78758,11515 Burnet Rd Austin TX 78758-3407,Travis,30.40063627,-97.71800423,OFFICE,GENERAL,NBG-TOD-NP,2858842.80000000,363000,,15000.00000000,,,One Uptown,,2024-08-10,,2024-08-10,,,LEASE,AVAILABLE,OFFICE,7095,0.00000000,,,,,,NNN,,,,,,ANNUAL,SF,1.00000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66b664501c0f0b5e0d548572,9973befa0177a602003ff4465dc24eb0894f1ba5,One Uptown,Uptown ATX,11515,Burnet Rd,11515 Burnet Rd,Austin,TX,78758,11515 Burnet Rd Austin TX 78758-3407,Travis,30.40063627,-97.71800423,OFFICE,GENERAL,NBG-TOD-NP,2858842.80000000,363000,,15000.00000000,,,One Uptown,,2024-08-10,,2024-08-10,,2026-01-19,LEASE,WITHDRAWN,OFFICE,9620,0.00000000,,,,,,NNN,,,,,,ANNUAL,SF,1.00000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66c649cfd6d7bb7db3867391,116992de5cf68b7a80d9e70b6e210e50dffe3b41,The Quarters at Karnes House,,2222,Rio Grande St,2222 Rio Grande St,Austin,TX,78705,2222 Rio Grande St Austin TX 78705-5146,Travis,30.28673790,-97.74503395,MULTIFAMILY,LOW_RISE,CS-NP,84072.23748000,46000,,,,,The Quarters at Karnes House,,2024-08-22,,2024-08-22,,,LEASE,AVAILABLE,OFFICE,7375,0.00000000,,,,,,NNN,29.50000000,USD,29.50000000,USD,29.50000000,ANNUAL,SF,0.00000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65438189fdd5520962d0c681,b64905f9f95ba00b76acae224c3adc3f3170b65d,Perry Brooks Tower,,720,Brazos St,720 Brazos St,Austin,TX,78701,720 Brazos St Austin TX 78701-3251,Travis,30.26926542,-97.74117882,OFFICE,GENERAL,CBD,44945.90496000,137709,,,,,Perry Brooks Tower,,2023-11-02,,2023-11-02,,2023-12-19,LEASE,WITHDRAWN,OFFICE,6741,0.00000000,,,,,,,,,,,,ANNUAL,SF,1.00000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60d4d89abf699a00073e31db,7120580a6f8914969f7e9051244acf40142ef8be,Quarry Lake 2,,4516,Seton Center Pkwy,4516 Seton Center Pkwy,Austin,TX,78759,4516 Seton Center Pkwy Austin TX 78759-5370,Travis,30.40162622,-97.74143329,OFFICE,GENERAL,CS-CO,380337.60600000,130557,,,,,Quarry Lake II,657,2021-06-24,,2021-06-24,,2023-04-12,LEASE,LEASED,OFFICE,19288,,,2023-04-12,,,,,,,,,,ANNUAL,SF,1.00000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64d3f1b62eadd70c661715f4,85f25058c92bebc81dcdffd78720448f88ebc395,2400 E Cesar Chavez St,Holly Commons,2400,E Cesar Chavez St,2400 E Cesar Chavez St,Austin,TX,78702,2400 E Cesar Chavez St Austin TX 78702-4607,Travis,30.25495943,-97.71748649,RETAIL,STRIP_CENTER,CS-CO-MU-NP,60351.50880000,23095,,,,,Holly Commons,,2023-08-09,,2023-08-09,,2023-11-01,LEASE,WITHDRAWN,OFFICE,8500,,,,,,,NNN,25.00000000,USD,25.00000000,USD,25.00000000,ANNUAL,SF,0.00000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.75000000,USD,,,,,
6686ab71d39d390a707ae26b,65eb8a2f9162edfe2dad5e6d061a862452feaf7b,3300 N I-35 ,University Park,3300,N I-35,3300 N I-35,Austin,TX,78705,,Travis,30.29135351,-97.72280866,OFFICE,GENERAL,PUD-NP,69052.00896000,218292,,,,,3300 N I- 35,,2024-07-04,,2024-07-04,,2025-09-12,LEASE,WITHDRAWN,OFFICE,25005,0.00000000,,,,,,,,,,,,ANNUAL,SF,1.00000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.16000000,USD,,,,,
610ad6e5b1626b0007efc5d1,ac056d2717955a4d314b86043d0bf7abe7561dce,Tower of the Hills,,13809,Research Blvd,13809 Research Blvd,Austin,TX,78729,13809 Research Blvd Austin TX 78750-1202,Williamson,30.46435597,-97.79426022,OFFICE,GENERAL,CH-PDA,330911.11944000,198163,,,,,Tower of the Hills,211,2021-08-04,,2021-08-04,,2022-03-03,LEASE,LEASED,OFFICE,1912,,,2022-03-03,,,,,26.00000000,USD,26.00000000,USD,26.00000000,ANNUAL,SF,0.00000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63f3c082db100300071bcead,3ebdd79331788fb623bae55f46e2764897555ced,816 Congress,,,816 Congress Ave,816 Congress Ave,Austin,TX,78701,816 Congress Ave Austin TX 78701-2442,Travis,30.27061992,-97.74237789,OFFICE,GENERAL,CBD,29797.78428000,886580,,,,,816 Congress Ave,,2023-02-20,,,,,LEASE,AVAILABLE,OFFICE,11132,0.00000000,,,,,,,,,,,,ANNUAL,SF,1.00000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
610aaffeb1626b0007ef239e,66a68241f972426f0bde1bc8ff41abb56ea548e2,6836 Austin Center Blvd - Bldg 1,Northpoint Center,,6836 Austin Center Blvd,6836 Austin Center Blvd,Austin,TX,78731,6836 Austin Center Blvd Austin TX 78731-3188,Travis,30.35124635,-97.75220531,OFFICE,GENERAL,LO-V,413538.38460000,81840,,,,,Northpoint Centre I,,2023-02-15,,,,2024-09-12,LEASE,WITHDRAWN,OFFICE,3234,0.00000000,,,,,,NNN,22.50000000,USD,22.50000000,USD,22.50000000,ANNUAL,SF,0.00000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NNN,15.08000000,USD,,,,,
673ce350efbd0501ef77d244,b64905f9f95ba00b76acae224c3adc3f3170b65d,Perry Brooks Tower,,720,Brazos St,720 Brazos St,Austin,TX,78701,720 Brazos St Austin TX 78701-3251,Travis,30.26926542,-97.74117882,OFFICE,GENERAL,CBD,44945.90496000,137709,,,,,Perry Brooks Tower,,2024-11-20,,2024-11-20,,,LEASE,AVAILABLE,OFFICE,5857,0.00000000,,,,,,NNN,,,,,,ANNUAL,SF,1.00000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NNN,24.93000000,USD,,,,,
63f3c27a3800be00072883b0,3ebdd79331788fb623bae55f46e2764897555ced,816 Congress,,,816 Congress Ave,816 Congress Ave,Austin,TX,78701,816 Congress Ave Austin TX 78701-2442,Travis,30.27061992,-97.74237789,OFFICE,GENERAL,CBD,29797.78428000,886580,,,,,816 Congress Ave,,2023-02-20,,,,,LEASE,AVAILABLE,OFFICE,7610,0.00000000,,,,,,,,,,,,ANNUAL,SF,1.00000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66982648bd9fa31d4a1ea434,f6eb8732219611fcb18fb896bb4964b6702277af,San Jacinto Building,San Jacinto ,814,San Jacinto Blvd,814 San Jacinto Blvd,Austin,TX,78701,814 San Jacinto Blvd Austin TX 78701-2685,Travis,30.26999708,-97.73974586,OFFICE,GENERAL,CBD,11601.42192000,39687,,,,,San Jacinto Building,278,2024-07-18,,2024-07-18,,2025-04-22,LEASE,LEASED,OFFICE,1524,0.00000000,,2025-04-22,,,1- 3 Years,FULL_SERVICE,16.00000000,USD,18.00000000,USD,17.00000000,ANNUAL,SF,0.00000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.84000000,USD,,,,,
664794a2c318e475d5992614,66a68241f972426f0bde1bc8ff41abb56ea548e2,6836 Austin Center Blvd - Bldg 1,Northpoint Center,,6836 Austin Center Blvd,6836 Austin Center Blvd,Austin,TX,78731,6836 Austin Center Blvd Austin TX 78731-3188,Travis,30.35124635,-97.75220531,OFFICE,GENERAL,LO-V,413538.38460000,81840,,,,,Northpoint Centre - Bldg 1,,2024-05-17,,2024-05-17,,2025-01-24,LEASE,WITHDRAWN,OFFICE,7530,1.00000000,,,,,,NNN,,,,,,ANNUAL,SF,1.00000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6851a03da5c677602d735ffb,b46598f78fdf3bb56a3cf1f980e03e7a54e90edc,Centennial Towers,,,505 E Huntland Dr,505 E Huntland Dr,Austin,TX,78752,505 E Huntland Dr Austin TX 78752-3717,Travis,30.33061851,-97.70895356,OFFICE,GENERAL,CS-MU-V-NP,220504.29192000,157067,,,,,Centennial Towers,,2025-06-17,,2026-03-01,2026-03-01,,LEASE,AVAILABLE,OFFICE,8540,0.00000000,,,,,,,,,,,,ANNUAL,SF,1.00000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
662be8712b796108edb35adb,ac056d2717955a4d314b86043d0bf7abe7561dce,Tower of the Hills,,13809,Research Blvd,13809 Research Blvd,Austin,TX,78729,13809 Research Blvd Austin TX 78750-1202,Williamson,30.46435597,-97.79426022,OFFICE,GENERAL,CH-PDA,330911.11944000,198163,,,,,13809 Research Blvd,,2024-04-26,,,,2025-02-03,LEASE,WITHDRAWN,OFFICE,2565,0.00000000,,,,,,,28.50000000,USD,28.50000000,USD,28.50000000,ANNUAL,SF,0.00000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60c7957fd9249500063b4556,b64905f9f95ba00b76acae224c3adc3f3170b65d,Perry Brooks Tower,,720,Brazos St,720 Brazos St,Austin,TX,78701,720 Brazos St Austin TX 78701-3251,Travis,30.26926542,-97.74117882,OFFICE,GENERAL,CBD,44945.90496000,137709,,,,,Perry Brooks,,2023-02-16,,,,2023-12-19,LEASE,WITHDRAWN,OFFICE,5396,0.00000000,,,,,,NNN,,,,,,ANNUAL,SF,1.00000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
654381895186e17b7cdf33ec,b64905f9f95ba00b76acae224c3adc3f3170b65d,Perry Brooks Tower,,720,Brazos St,720 Brazos St,Austin,TX,78701,720 Brazos St Austin TX 78701-3251,Travis,30.26926542,-97.74117882,OFFICE,GENERAL,CBD,44945.90496000,137709,,,,,Perry Brooks Tower,,2023-11-02,,2023-11-02,,2023-12-19,LEASE,WITHDRAWN,OFFICE,5558,0.00000000,,,,,,,,,,,,ANNUAL,SF,1.00000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
